id	set	colony	trophobiont	host	time	status
1	rep2	LF_A	ant_larva	Lasius_flavus	5	1
2	rep2	LF_A	ant_larva	Lasius_flavus	5	1
3	rep2	LF_A	ant_larva	Lasius_flavus	10	1
4	rep2	LF_A	ant_larva	Lasius_flavus	10	1
5	rep2	LF_A	ant_larva	Lasius_flavus	10	1
6	rep2	LF_A	ant_larva	Lasius_flavus	10	1
7	rep2	LF_A	ant_larva	Lasius_flavus	10	1
8	rep2	LF_A	ant_larva	Lasius_flavus	10	1
9	rep2	LF_A	ant_larva	Lasius_flavus	10	1
10	rep2	LF_A	ant_larva	Lasius_flavus	15	1
1	rep3	LF_A	ant_larva	Lasius_flavus	5	1
2	rep3	LF_A	ant_larva	Lasius_flavus	5	1
3	rep3	LF_A	ant_larva	Lasius_flavus	5	1
4	rep3	LF_A	ant_larva	Lasius_flavus	10	1
5	rep3	LF_A	ant_larva	Lasius_flavus	10	1
6	rep3	LF_A	ant_larva	Lasius_flavus	10	1
7	rep3	LF_A	ant_larva	Lasius_flavus	10	1
8	rep3	LF_A	ant_larva	Lasius_flavus	10	1
9	rep3	LF_A	ant_larva	Lasius_flavus	15	1
10	rep3	LF_A	ant_larva	Lasius_flavus	15	1
1	rep4	LF_A	ant_larva	Lasius_flavus	5	1
2	rep4	LF_A	ant_larva	Lasius_flavus	10	1
3	rep4	LF_A	ant_larva	Lasius_flavus	10	1
4	rep4	LF_A	ant_larva	Lasius_flavus	10	1
5	rep4	LF_A	ant_larva	Lasius_flavus	10	1
6	rep4	LF_A	ant_larva	Lasius_flavus	15	1
7	rep4	LF_A	ant_larva	Lasius_flavus	15	1
8	rep4	LF_A	ant_larva	Lasius_flavus	15	1
9	rep4	LF_A	ant_larva	Lasius_flavus	15	1
10	rep4	LF_A	ant_larva	Lasius_flavus	20	1
1	rep5	LF_A	ant_larva	Lasius_flavus	5	1
2	rep5	LF_A	ant_larva	Lasius_flavus	5	1
3	rep5	LF_A	ant_larva	Lasius_flavus	5	1
4	rep5	LF_A	ant_larva	Lasius_flavus	5	1
5	rep5	LF_A	ant_larva	Lasius_flavus	10	1
6	rep5	LF_A	ant_larva	Lasius_flavus	10	1
7	rep5	LF_A	ant_larva	Lasius_flavus	15	1
8	rep5	LF_A	ant_larva	Lasius_flavus	15	1
9	rep5	LF_A	ant_larva	Lasius_flavus	15	1
10	rep5	LF_A	ant_larva	Lasius_flavus	20	1
1	rep6	LF_A	ant_larva	Lasius_flavus	20	1
2	rep6	LF_A	ant_larva	Lasius_flavus	20	1
3	rep6	LF_A	ant_larva	Lasius_flavus	20	1
4	rep6	LF_A	ant_larva	Lasius_flavus	25	1
5	rep6	LF_A	ant_larva	Lasius_flavus	25	1
6	rep6	LF_A	ant_larva	Lasius_flavus	25	1
7	rep6	LF_A	ant_larva	Lasius_flavus	25	1
8	rep6	LF_A	ant_larva	Lasius_flavus	25	1
9	rep6	LF_A	ant_larva	Lasius_flavus	30	1
10	rep6	LF_A	ant_larva	Lasius_flavus	30	1
1	rep7	LF_A	ant_larva	Lasius_flavus	5	1
2	rep7	LF_A	ant_larva	Lasius_flavus	5	1
3	rep7	LF_A	ant_larva	Lasius_flavus	5	1
4	rep7	LF_A	ant_larva	Lasius_flavus	10	1
5	rep7	LF_A	ant_larva	Lasius_flavus	10	1
6	rep7	LF_A	ant_larva	Lasius_flavus	15	1
7	rep7	LF_A	ant_larva	Lasius_flavus	15	1
8	rep7	LF_A	ant_larva	Lasius_flavus	15	1
9	rep7	LF_A	ant_larva	Lasius_flavus	15	1
10	rep7	LF_A	ant_larva	Lasius_flavus	15	1
1	rep8	LF_A	ant_larva	Lasius_flavus	5	1
2	rep8	LF_A	ant_larva	Lasius_flavus	5	1
3	rep8	LF_A	ant_larva	Lasius_flavus	10	1
4	rep8	LF_A	ant_larva	Lasius_flavus	10	1
5	rep8	LF_A	ant_larva	Lasius_flavus	10	1
6	rep8	LF_A	ant_larva	Lasius_flavus	10	1
7	rep8	LF_A	ant_larva	Lasius_flavus	10	1
8	rep8	LF_A	ant_larva	Lasius_flavus	10	1
9	rep8	LF_A	ant_larva	Lasius_flavus	15	1
10	rep8	LF_A	ant_larva	Lasius_flavus	15	1
1	rep9	LF_A	ant_larva	Lasius_flavus	5	1
2	rep9	LF_A	ant_larva	Lasius_flavus	5	1
3	rep9	LF_A	ant_larva	Lasius_flavus	5	1
4	rep9	LF_A	ant_larva	Lasius_flavus	5	1
5	rep9	LF_A	ant_larva	Lasius_flavus	5	1
6	rep9	LF_A	ant_larva	Lasius_flavus	10	1
7	rep9	LF_A	ant_larva	Lasius_flavus	10	1
8	rep9	LF_A	ant_larva	Lasius_flavus	15	1
9	rep9	LF_A	ant_larva	Lasius_flavus	15	1
10	rep9	LF_A	ant_larva	Lasius_flavus	15	1
1	rep10	LF_A	ant_larva	Lasius_flavus	5	1
2	rep10	LF_A	ant_larva	Lasius_flavus	10	1
3	rep10	LF_A	ant_larva	Lasius_flavus	10	1
4	rep10	LF_A	ant_larva	Lasius_flavus	10	1
5	rep10	LF_A	ant_larva	Lasius_flavus	10	1
6	rep10	LF_A	ant_larva	Lasius_flavus	15	1
7	rep10	LF_A	ant_larva	Lasius_flavus	15	1
8	rep10	LF_A	ant_larva	Lasius_flavus	15	1
9	rep10	LF_A	ant_larva	Lasius_flavus	15	1
10	rep10	LF_A	ant_larva	Lasius_flavus	20	1
1	rep11	LF_A	ant_larva	Lasius_flavus	5	1
2	rep11	LF_A	ant_larva	Lasius_flavus	5	1
3	rep11	LF_A	ant_larva	Lasius_flavus	5	1
4	rep11	LF_A	ant_larva	Lasius_flavus	5	1
5	rep11	LF_A	ant_larva	Lasius_flavus	5	1
6	rep11	LF_A	ant_larva	Lasius_flavus	5	1
7	rep11	LF_A	ant_larva	Lasius_flavus	5	1
8	rep11	LF_A	ant_larva	Lasius_flavus	10	1
9	rep11	LF_A	ant_larva	Lasius_flavus	15	1
10	rep11	LF_A	ant_larva	Lasius_flavus	15	1
1	rep12	LF_A	ant_larva	Lasius_flavus	5	1
2	rep12	LF_A	ant_larva	Lasius_flavus	5	1
3	rep12	LF_A	ant_larva	Lasius_flavus	5	1
4	rep12	LF_A	ant_larva	Lasius_flavus	10	1
5	rep12	LF_A	ant_larva	Lasius_flavus	10	1
6	rep12	LF_A	ant_larva	Lasius_flavus	10	1
7	rep12	LF_A	ant_larva	Lasius_flavus	10	1
8	rep12	LF_A	ant_larva	Lasius_flavus	15	1
9	rep12	LF_A	ant_larva	Lasius_flavus	15	1
10	rep12	LF_A	ant_larva	Lasius_flavus	15	1
1	rep13	LF_A	ant_larva	Lasius_flavus	5	1
2	rep13	LF_A	ant_larva	Lasius_flavus	5	1
3	rep13	LF_A	ant_larva	Lasius_flavus	5	1
4	rep13	LF_A	ant_larva	Lasius_flavus	5	1
5	rep13	LF_A	ant_larva	Lasius_flavus	5	1
6	rep13	LF_A	ant_larva	Lasius_flavus	5	1
7	rep13	LF_A	ant_larva	Lasius_flavus	5	1
8	rep13	LF_A	ant_larva	Lasius_flavus	5	1
9	rep13	LF_A	ant_larva	Lasius_flavus	5	1
10	rep13	LF_A	ant_larva	Lasius_flavus	5	1
1	rep14	LF_A	ant_larva	Lasius_flavus	5	1
2	rep14	LF_A	ant_larva	Lasius_flavus	5	1
3	rep14	LF_A	ant_larva	Lasius_flavus	5	1
4	rep14	LF_A	ant_larva	Lasius_flavus	5	1
5	rep14	LF_A	ant_larva	Lasius_flavus	10	1
6	rep14	LF_A	ant_larva	Lasius_flavus	10	1
7	rep14	LF_A	ant_larva	Lasius_flavus	10	1
8	rep14	LF_A	ant_larva	Lasius_flavus	10	1
9	rep14	LF_A	ant_larva	Lasius_flavus	10	1
10	rep14	LF_A	ant_larva	Lasius_flavus	10	1
1	rep15	LF_A	ant_larva	Lasius_flavus	5	1
2	rep15	LF_A	ant_larva	Lasius_flavus	10	1
3	rep15	LF_A	ant_larva	Lasius_flavus	20	1
4	rep15	LF_A	ant_larva	Lasius_flavus	20	1
5	rep15	LF_A	ant_larva	Lasius_flavus	20	1
6	rep15	LF_A	ant_larva	Lasius_flavus	20	1
7	rep15	LF_A	ant_larva	Lasius_flavus	20	1
8	rep15	LF_A	ant_larva	Lasius_flavus	20	1
9	rep15	LF_A	ant_larva	Lasius_flavus	20	1
10	rep15	LF_A	ant_larva	Lasius_flavus	20	1
1	rep16	LF_A	ant_larva	Lasius_flavus	5	1
2	rep16	LF_A	ant_larva	Lasius_flavus	5	1
3	rep16	LF_A	ant_larva	Lasius_flavus	5	1
4	rep16	LF_A	ant_larva	Lasius_flavus	5	1
5	rep16	LF_A	ant_larva	Lasius_flavus	5	1
6	rep16	LF_A	ant_larva	Lasius_flavus	5	1
7	rep16	LF_A	ant_larva	Lasius_flavus	5	1
8	rep16	LF_A	ant_larva	Lasius_flavus	10	1
9	rep16	LF_A	ant_larva	Lasius_flavus	10	1
10	rep16	LF_A	ant_larva	Lasius_flavus	10	1
1	rep17	LF_A	ant_larva	Lasius_flavus	5	1
2	rep17	LF_A	ant_larva	Lasius_flavus	5	1
3	rep17	LF_A	ant_larva	Lasius_flavus	5	1
4	rep17	LF_A	ant_larva	Lasius_flavus	5	1
5	rep17	LF_A	ant_larva	Lasius_flavus	5	1
6	rep17	LF_A	ant_larva	Lasius_flavus	5	1
7	rep17	LF_A	ant_larva	Lasius_flavus	5	1
8	rep17	LF_A	ant_larva	Lasius_flavus	10	1
9	rep17	LF_A	ant_larva	Lasius_flavus	10	1
10	rep17	LF_A	ant_larva	Lasius_flavus	10	1
1	rep18	LF_A	ant_larva	Lasius_flavus	5	1
2	rep18	LF_A	ant_larva	Lasius_flavus	5	1
3	rep18	LF_A	ant_larva	Lasius_flavus	5	1
4	rep18	LF_A	ant_larva	Lasius_flavus	5	1
5	rep18	LF_A	ant_larva	Lasius_flavus	5	1
6	rep18	LF_A	ant_larva	Lasius_flavus	5	1
7	rep18	LF_A	ant_larva	Lasius_flavus	10	1
8	rep18	LF_A	ant_larva	Lasius_flavus	10	1
9	rep18	LF_A	ant_larva	Lasius_flavus	15	1
10	rep18	LF_A	ant_larva	Lasius_flavus	15	1
1	rep1	LF_B	aphid_egg	Lasius_flavus	5	1
2	rep1	LF_B	aphid_egg	Lasius_flavus	5	1
3	rep1	LF_B	aphid_egg	Lasius_flavus	5	1
4	rep1	LF_B	aphid_egg	Lasius_flavus	20	1
5	rep1	LF_B	aphid_egg	Lasius_flavus	30	1
6	rep1	LF_B	aphid_egg	Lasius_flavus	60	1
7	rep1	LF_B	aphid_egg	Lasius_flavus	60	1
8	rep1	LF_B	aphid_egg	Lasius_flavus	60	1
9	rep1	LF_B	aphid_egg	Lasius_flavus	60	1
10	rep1	LF_B	aphid_egg	Lasius_flavus	60	1
1	rep2	LF_B	aphid_egg	Lasius_flavus	15	1
2	rep2	LF_B	aphid_egg	Lasius_flavus	15	1
3	rep2	LF_B	aphid_egg	Lasius_flavus	15	1
4	rep2	LF_B	aphid_egg	Lasius_flavus	15	1
5	rep2	LF_B	aphid_egg	Lasius_flavus	60	1
6	rep2	LF_B	aphid_egg	Lasius_flavus	60	1
7	rep2	LF_B	aphid_egg	Lasius_flavus	120	1
8	rep2	LF_B	aphid_egg	Lasius_flavus	120	1
9	rep2	LF_B	aphid_egg	Lasius_flavus	120	1
10	rep2	LF_B	aphid_egg	Lasius_flavus	120	1
1	rep3	LF_B	aphid_egg	Lasius_flavus	30	1
2	rep3	LF_B	aphid_egg	Lasius_flavus	30	1
3	rep3	LF_B	aphid_egg	Lasius_flavus	120	0
4	rep3	LF_B	aphid_egg	Lasius_flavus	120	0
5	rep3	LF_B	aphid_egg	Lasius_flavus	120	0
6	rep3	LF_B	aphid_egg	Lasius_flavus	120	0
7	rep3	LF_B	aphid_egg	Lasius_flavus	120	0
8	rep3	LF_B	aphid_egg	Lasius_flavus	120	0
9	rep3	LF_B	aphid_egg	Lasius_flavus	120	0
10	rep3	LF_B	aphid_egg	Lasius_flavus	120	0
1	rep4	LF_B	aphid_egg	Lasius_flavus	20	1
2	rep4	LF_B	aphid_egg	Lasius_flavus	30	1
3	rep4	LF_B	aphid_egg	Lasius_flavus	120	1
4	rep4	LF_B	aphid_egg	Lasius_flavus	120	1
5	rep4	LF_B	aphid_egg	Lasius_flavus	120	1
6	rep4	LF_B	aphid_egg	Lasius_flavus	120	0
7	rep4	LF_B	aphid_egg	Lasius_flavus	120	0
8	rep4	LF_B	aphid_egg	Lasius_flavus	120	0
9	rep4	LF_B	aphid_egg	Lasius_flavus	120	0
10	rep4	LF_B	aphid_egg	Lasius_flavus	120	0
1	rep5	LF_B	aphid_egg	Lasius_flavus	10	1
2	rep5	LF_B	aphid_egg	Lasius_flavus	10	1
3	rep5	LF_B	aphid_egg	Lasius_flavus	20	1
4	rep5	LF_B	aphid_egg	Lasius_flavus	20	1
5	rep5	LF_B	aphid_egg	Lasius_flavus	25	1
6	rep5	LF_B	aphid_egg	Lasius_flavus	30	1
7	rep5	LF_B	aphid_egg	Lasius_flavus	120	0
8	rep5	LF_B	aphid_egg	Lasius_flavus	120	0
9	rep5	LF_B	aphid_egg	Lasius_flavus	120	0
10	rep5	LF_B	aphid_egg	Lasius_flavus	120	0
1	rep6	LF_B	aphid_egg	Lasius_flavus	15	1
2	rep6	LF_B	aphid_egg	Lasius_flavus	25	1
3	rep6	LF_B	aphid_egg	Lasius_flavus	60	1
4	rep6	LF_B	aphid_egg	Lasius_flavus	60	1
5	rep6	LF_B	aphid_egg	Lasius_flavus	60	1
6	rep6	LF_B	aphid_egg	Lasius_flavus	60	1
7	rep6	LF_B	aphid_egg	Lasius_flavus	60	1
8	rep6	LF_B	aphid_egg	Lasius_flavus	120	1
9	rep6	LF_B	aphid_egg	Lasius_flavus	120	1
10	rep6	LF_B	aphid_egg	Lasius_flavus	120	0
1	rep7	LF_B	aphid_egg	Lasius_flavus	15	1
2	rep7	LF_B	aphid_egg	Lasius_flavus	15	1
3	rep7	LF_B	aphid_egg	Lasius_flavus	25	1
4	rep7	LF_B	aphid_egg	Lasius_flavus	30	1
5	rep7	LF_B	aphid_egg	Lasius_flavus	120	1
6	rep7	LF_B	aphid_egg	Lasius_flavus	120	1
7	rep7	LF_B	aphid_egg	Lasius_flavus	120	1
8	rep7	LF_B	aphid_egg	Lasius_flavus	120	1
9	rep7	LF_B	aphid_egg	Lasius_flavus	120	0
10	rep7	LF_B	aphid_egg	Lasius_flavus	120	0
1	rep1	LF_C	aphid_egg	Lasius_flavus	20	1
2	rep1	LF_C	aphid_egg	Lasius_flavus	30	1
